,Число месяца,UTC,T,dd,FF,ww,N,vv,U,PPP,hhh,month
360,8,12:00:00,-12.0,Восточный,2,,,10.0,,1033.0,,2
361,8,12:30:00,-12.0,Восточный,4,,,10.0,,1032.0,,2
362,8,13:00:00,-12.0,Восточный,3,,,10.0,,1032.0,,2
363,8,13:30:00,-12.0,,0,,,10.0,,1032.0,,2
364,8,14:00:00,-14.0,Ю-В,1,,,10.0,,1032.0,,2
365,8,14:30:00,-14.0,Ю-В,2,,,10.0,,1032.0,,2
366,8,15:00:00,-13.0,Восточный,2,,,10.0,,1032.0,,2
367,8,15:30:00,-13.0,Восточный,2,,,10.0,,1031.0,,2
368,8,16:00:00,-13.0,Восточный,3,,,10.0,,1031.0,,2
369,8,16:30:00,-13.0,Ю-В,3,,,10.0,,1031.0,,2
370,8,17:00:00,-13.0,Восточный,1,,,10.0,,1031.0,,2
371,8,17:30:00,-13.0,,0,,,10.0,,1031.0,,2
372,8,18:00:00,-13.0,Ю-В,3,,,10.0,,1030.0,,2
373,8,18:30:00,-14.0,Ю-В,2,,,10.0,,1030.0,,2
374,8,19:00:00,-14.0,Ю-В,3,,,10.0,,1030.0,,2
375,8,19:30:00,-14.0,Ю-В,3,,,10.0,,1029.0,,2
376,8,20:00:00,-14.0,Ю-В,3,,,10.0,,1029.0,,2
377,8,20:30:00,-14.0,Ю-В,2,,,10.0,,1029.0,,2
378,8,21:00:00,-14.0,,0,,8.0,10.0,,1029.0,1410.0,2
379,8,21:30:00,-14.0,,0,,8.0,10.0,,1029.0,1170.0,2
380,8,22:00:00,-14.0,Восточный,3,,8.0,10.0,,1029.0,1170.0,2
381,8,22:30:00,-14.0,Восточный,4,,8.0,10.0,,1029.0,1170.0,2
382,8,23:00:00,-14.0,Восточный,4,,8.0,10.0,,1029.0,1200.0,2
383,8,23:30:00,-14.0,Восточный,4,,8.0,10.0,,1029.0,1200.0,2
384,9,00:00:00,-14.0,Восточный,3,,8.0,10.0,,1029.0,1200.0,2
385,9,00:30:00,-14.0,Восточный,3,,6.0,10.0,,1029.0,900.0,2
386,9,01:00:00,-13.0,Восточный,3,,6.0,10.0,,1029.0,1050.0,2
387,9,01:30:00,-13.0,Восточный,4,,6.0,10.0,,1029.0,840.0,2
388,9,02:00:00,-12.0,Восточный,3,,6.0,10.0,,1029.0,660.0,2
389,9,02:30:00,-12.0,Восточный,3,,6.0,10.0,,1029.0,660.0,2
390,9,03:00:00,-11.0,Восточный,4,,6.0,10.0,,1029.0,690.0,2
391,9,03:30:00,-11.0,Восточный,4,,4.0,10.0,,1029.0,780.0,2
392,9,04:00:00,-10.0,Ю-В,3,,,10.0,,1029.0,,2
393,9,04:30:00,-10.0,Ю-В,3,,,10.0,,1029.0,,2
394,9,05:00:00,-9.0,Восточный,3,,,10.0,,1029.0,,2
395,9,05:30:00,-9.0,Восточный,2,,,10.0,,1029.0,,2
396,9,06:00:00,-9.0,Восточный,4,,4.0,10.0,,1029.0,990.0,2
397,9,06:30:00,-9.0,Восточный,3,,,10.0,,1029.0,,2
398,9,07:00:00,-10.0,С-В,4,SN,6.0,10.0,,1029.0,990.0,2
399,9,07:30:00,-10.0,С-В,4,SN,6.0,10.0,,1029.0,990.0,2
400,9,08:00:00,-11.0,С-В,3,,4.0,10.0,,1029.0,990.0,2
401,9,08:30:00,-11.0,С-В,4,,,10.0,,1029.0,,2
402,9,09:00:00,-12.0,С-В,3,,,10.0,,1029.0,,2
403,9,09:30:00,-12.0,С-В,4,,,10.0,,1029.0,,2
404,9,10:00:00,-12.0,С-В,5,,,10.0,,1030.0,,2
405,9,10:30:00,-12.0,С-В,5,,,10.0,,1030.0,,2
406,9,11:00:00,-13.0,С-В,4,,,10.0,,1030.0,,2
407,9,11:30:00,-13.0,Восточный,3,,,10.0,,1030.0,,2
408,9,12:00:00,-14.0,Восточный,2,,,10.0,,1031.0,,2
409,9,12:30:00,-14.0,Восточный,3,,,10.0,,1031.0,,2
410,9,13:00:00,-14.0,Восточный,2,SN,6.0,10.0,,1031.0,1290.0,2
411,9,13:30:00,-14.0,Восточный,3,SN,6.0,10.0,,1031.0,1290.0,2
412,9,14:00:00,-14.0,С-В,2,SN,6.0,10.0,,1032.0,,2
413,9,14:30:00,-14.0,С-В,3,SN,6.0,10.0,,1032.0,,2
414,9,15:00:00,-14.0,С-В,2,SN,6.0,2013-08-03 00:00:00,,1032.0,,2
415,9,15:30:00,-14.0,С-В,2,SN,6.0,2013-04-04 00:00:00,,1032.0,,2
416,9,16:00:00,-16.0,,0,,,10.0,,1032.0,,2
417,9,16:30:00,-16.0,,0,,,10.0,,1032.0,,2
418,9,17:00:00,-18.0,,0,,,10.0,,1032.0,,2
419,9,17:30:00,-18.0,,0,,,10.0,,1032.0,,2
420,9,18:00:00,-18.0,,0,,,10.0,,1032.0,,2
421,9,18:30:00,-18.0,,0,,,10.0,,1032.0,,2
422,9,19:00:00,-19.0,,0,,,10.0,,1032.0,,2
423,9,19:30:00,-19.0,,0,,,10.0,,1033.0,,2
424,9,20:00:00,-21.0,С-В,3,,,10.0,,1033.0,,2
425,9,20:30:00,-21.0,Северный,1,,,10.0,,1033.0,,2
426,9,21:00:00,-19.0,,0,,,10.0,,1033.0,,2
427,9,21:30:00,-19.0,,0,,,10.0,,1033.0,,2
428,9,22:00:00,-21.0,,0,,,10.0,,1033.0,,2
429,9,22:30:00,-22.0,,0,,,10.0,,1034.0,,2
430,9,23:00:00,-21.0,,0,BR,6.0,2013-05-02 00:00:00,,1034.0,,2
431,9,23:30:00,-21.0,,0,BR,6.0,2013-01-02 00:00:00,,1034.0,,2
432,10,00:00:00,-15.0,Северный,2,,,10.0,,1034.0,,2
433,10,00:30:00,-15.0,Северный,3,,,10.0,,1035.0,,2
434,10,01:00:00,-13.0,Северный,3,,,10.0,,1035.0,,2
435,10,01:30:00,-13.0,С-В,3,,,10.0,,1035.0,,2
436,10,02:00:00,-12.0,С-В,3,,,10.0,,1035.0,,2
437,10,02:30:00,-12.0,Северный,4,,,10.0,,1035.0,,2
438,10,03:00:00,-12.0,С-В,4,,,10.0,,1035.0,,2
439,10,03:30:00,-12.0,С-В,2,,,10.0,,1035.0,,2
440,10,04:00:00,-11.0,С-В,3,,,10.0,,1035.0,,2
441,10,04:30:00,-11.0,С-В,3,,,10.0,,1035.0,,2
442,10,05:00:00,-11.0,С-В,2,,,10.0,,1035.0,,2
443,10,05:30:00,-11.0,Переменный,2,,,10.0,,1034.0,,2
444,10,06:00:00,-11.0,С-В,2,,,10.0,,1035.0,,2
445,10,06:30:00,-11.0,,0,,,10.0,,1035.0,,2
446,10,07:00:00,-11.0,С-В,2,,,10.0,,1035.0,,2
447,10,07:30:00,-11.0,Северный,3,,,10.0,,1035.0,,2
448,10,08:00:00,-12.0,Северный,2,,,10.0,,1035.0,,2
449,10,08:30:00,-12.0,С-З,2,,,10.0,,1035.0,,2
450,10,09:00:00,-15.0,С-З,2,,,10.0,,1035.0,,2
451,10,09:30:00,-15.0,С-З,2,,,10.0,,1034.0,,2
452,10,10:00:00,-17.0,,0,,,10.0,,1034.0,,2
453,10,10:30:00,-17.0,,0,,,10.0,,1034.0,,2
454,10,11:00:00,-19.0,,0,,,10.0,,1034.0,,2
455,10,11:30:00,-19.0,,0,,,10.0,,1034.0,,2
456,10,12:00:00,-20.0,,0,,,10.0,,1034.0,,2
457,10,12:30:00,-20.0,,0,BR,,2013-01-03 00:00:00,,1034.0,,2
458,10,13:00:00,-22.0,,0,BR,,2013-04-03 00:00:00,,1034.0,,2
459,10,13:30:00,-22.0,,0,BR,,2013-09-03 00:00:00,,1035.0,,2
460,10,14:00:00,-23.0,,0,BR,,2013-02-03 00:00:00,,1035.0,,2
461,10,14:30:00,-23.0,,0,BR,,2013-02-03 00:00:00,,1034.0,,2
462,10,15:00:00,-23.0,,0,BR,,2013-06-03 00:00:00,,1034.0,,2
463,10,15:30:00,-23.0,,0,BR,,2013-01-03 00:00:00,,1034.0,,2
464,10,16:00:00,-23.0,,0,BR,,3.0,,1034.0,,2
465,10,16:30:00,-23.0,,0,BR,,2013-02-03 00:00:00,,1034.0,,2
466,10,17:00:00,-23.0,,0,BR,,2013-06-03 00:00:00,,1034.0,,2
467,10,17:30:00,-23.0,,0,BR,,2013-02-02 00:00:00,,1033.0,,2
468,10,18:00:00,-24.0,,0,BR,,2013-09-02 00:00:00,,1033.0,,2
469,10,18:30:00,-25.0,,0,BR,,2013-09-02 00:00:00,,1032.0,,2
470,10,19:00:00,-25.0,,0,BR,,2013-02-02 00:00:00,,1032.0,,2
471,10,19:30:00,-25.0,,0,BR,,2013-09-02 00:00:00,,1032.0,,2
472,10,20:00:00,-25.0,,0,BR,,2013-05-02 00:00:00,,1032.0,,2
473,10,20:30:00,-26.0,,0,BR,,2013-06-04 00:00:00,,1032.0,,2
474,10,21:00:00,-26.0,,0,FZ,,0.8,,1032.0,,2
475,10,21:30:00,-26.0,,0,BR,6.0,2013-08-01 00:00:00,,1032.0,,2
476,10,22:00:00,-26.0,,0,FZ,6.0,0.9,,1032.0,,2
477,10,22:30:00,-25.0,,0,BR,6.0,2013-01-01 00:00:00,,1033.0,,2
478,10,23:00:00,-25.0,,0,BR,6.0,2013-07-01 00:00:00,,1033.0,,2
479,10,23:30:00,-23.0,,0,BR,6.0,2013-05-02 00:00:00,,1033.0,,2
480,11,00:00:00,-23.0,,0,BR,6.0,2013-01-02 00:00:00,,1033.0,,2
481,11,00:30:00,-20.0,,0,BR,6.0,2013-04-04 00:00:00,,1033.0,,2
482,11,01:00:00,-20.0,,0,BR,,2013-07-04 00:00:00,,1033.0,,2
483,11,01:30:00,-15.0,,0,BR,,2013-09-04 00:00:00,,1032.0,,2
484,11,02:00:00,-15.0,С-З,2,,,10.0,,1032.0,,2
485,11,02:30:00,-13.0,Северный,2,,,10.0,,1031.0,,2
486,11,03:00:00,-13.0,Переменный,2,,,10.0,,1031.0,,2
487,11,03:30:00,-11.0,Переменный,2,,,10.0,,1031.0,,2
488,11,04:00:00,-11.0,,0,,,10.0,,1031.0,,2
489,11,04:30:00,-11.0,,0,,,10.0,,1031.0,,2
490,11,05:00:00,-10.0,,0,,,10.0,,1031.0,,2
491,11,05:30:00,-10.0,,0,,,10.0,,1031.0,,2
492,11,06:00:00,-10.0,Ю-В,2,,,10.0,,1031.0,,2
493,11,06:30:00,-12.0,С-В,3,,,10.0,,1031.0,,2
494,11,07:00:00,-12.0,Северный,2,,,10.0,,1031.0,,2
495,11,07:30:00,-14.0,Переменный,1,,,10.0,,1031.0,,2
496,11,08:00:00,-14.0,С-В,2,,,10.0,,1031.0,,2
497,11,08:30:00,-14.0,,0,,,10.0,,1031.0,,2
498,11,09:00:00,-14.0,Ю-В,2,,,10.0,,1031.0,,2
499,11,09:30:00,-18.0,,0,,,10.0,,1031.0,,2
500,11,10:00:00,-18.0,,0,,,10.0,,1031.0,,2
501,11,10:30:00,-22.0,,0,BR,,2013-01-03 00:00:00,,1031.0,,2
502,11,11:00:00,-22.0,,0,BR,,2013-03-02 00:00:00,,1031.0,,2
503,11,11:30:00,-24.0,,0,BR,,2013-07-02 00:00:00,,1031.0,,2
504,11,12:00:00,-24.0,,0,BR,,2013-06-02 00:00:00,,1031.0,,2
505,11,12:30:00,-23.0,,0,BR,,2013-02-02 00:00:00,,1031.0,,2
506,11,13:00:00,-23.0,,0,BR,,2013-03-01 00:00:00,,1031.0,,2
507,11,13:30:00,-25.0,,0,BR,,2013-08-01 00:00:00,,1031.0,,2
508,11,14:00:00,-25.0,,0,BR,,2013-06-02 00:00:00,,1031.0,,2
509,11,14:30:00,-25.0,,0,BR,,2013-03-03 00:00:00,,1031.0,,2
510,11,15:00:00,-25.0,,0,BR,,2013-05-03 00:00:00,,1031.0,,2
511,11,15:30:00,-25.0,,0,BR,,2013-05-03 00:00:00,,1031.0,,2
512,11,16:00:00,-25.0,,0,BR,,2013-07-03 00:00:00,,1030.0,,2
513,11,16:30:00,-25.0,,0,BR,6.0,2013-01-04 00:00:00,,1030.0,,2
514,11,17:00:00,-25.0,,0,BR,6.0,2013-07-03 00:00:00,,1030.0,,2
515,11,17:30:00,-26.0,,0,BR,6.0,2013-06-01 00:00:00,,1030.0,,2
516,11,18:00:00,-26.0,,0,BR,6.0,2013-05-02 00:00:00,,1030.0,,2
517,11,18:30:00,-26.0,,0,BR,6.0,2013-03-02 00:00:00,,1030.0,,2
518,11,19:00:00,-26.0,,0,BR,6.0,2013-06-04 00:00:00,,1029.0,,2
519,11,19:30:00,-27.0,,0,BR,6.0,2013-09-03 00:00:00,,1029.0,,2
520,11,20:00:00,-27.0,,0,BR,6.0,2013-01-04 00:00:00,,1029.0,,2
521,11,20:30:00,-26.0,,0,BR,6.0,5.0,,1030.0,,2
522,11,21:00:00,-26.0,,0,BR,6.0,2013-04-04 00:00:00,,1030.0,,2
523,11,21:30:00,-27.0,,0,BR,6.0,2013-09-03 00:00:00,,1029.0,,2
524,11,22:00:00,-27.0,,0,BR,6.0,2013-04-04 00:00:00,,1030.0,,2
525,11,22:30:00,-24.0,,0,BR,6.0,2013-09-03 00:00:00,,1030.0,,2
526,11,23:00:00,-24.0,,0,BR,6.0,2013-02-04 00:00:00,,1030.0,,2
527,11,23:30:00,-23.0,,0,BR,6.0,2013-08-03 00:00:00,,1030.0,,2
528,12,00:00:00,-23.0,,0,BR,6.0,2013-01-01 00:00:00,,1029.0,,2
529,12,00:30:00,-18.0,,0,BR,,2013-02-04 00:00:00,,1029.0,,2
530,12,01:00:00,-18.0,Южный,2,,,10.0,,1029.0,,2
531,12,01:30:00,-15.0,Южный,2,,,10.0,,1029.0,,2
532,12,02:00:00,-15.0,Переменный,1,,,10.0,,1029.0,,2
533,12,02:30:00,-11.0,Переменный,2,,,10.0,,1029.0,,2
534,12,03:00:00,-11.0,,0,,,10.0,,1028.0,,2
535,12,03:30:00,-11.0,,0,,,10.0,,1028.0,,2
536,12,04:00:00,-11.0,,0,,,10.0,,1028.0,,2
537,12,04:30:00,-10.0,Южный,1,,,10.0,,1027.0,,2
538,12,05:00:00,-10.0,,0,,,10.0,,1027.0,,2
539,12,05:30:00,-10.0,Ю-З,1,,,10.0,,1027.0,,2
540,12,06:00:00,-10.0,,0,,,10.0,,1027.0,,2
541,12,06:30:00,-10.0,,0,,,10.0,,1027.0,,2
542,12,07:00:00,-10.0,,0,,,10.0,,1027.0,,2
543,12,07:30:00,-14.0,,0,,,10.0,,1027.0,,2
544,12,08:00:00,-14.0,,0,,,10.0,,1026.0,,2
545,12,08:30:00,-19.0,Переменный,2,,,10.0,,1026.0,,2
546,12,09:00:00,-19.0,Восточный,2,,,10.0,,1026.0,,2
547,12,09:30:00,-16.0,Восточный,2,,,10.0,,1026.0,,2
548,12,10:00:00,-16.0,,0,,,10.0,,1025.0,,2
549,12,10:30:00,-19.0,,0,,,10.0,,1025.0,,2
550,12,11:00:00,-19.0,,0,,,10.0,,1025.0,,2
551,12,11:30:00,-20.0,,0,,,10.0,,1025.0,,2
552,12,12:00:00,-20.0,,0,,,10.0,,1025.0,,2
553,12,12:30:00,-21.0,Ю-В,1,,,10.0,,1024.0,,2
554,12,13:00:00,-21.0,Восточный,2,,,10.0,,1024.0,,2
555,12,13:30:00,-21.0,Ю-В,2,,,10.0,,1024.0,,2
556,12,14:00:00,-21.0,,0,,,10.0,,1024.0,,2
557,12,14:30:00,-21.0,Ю-В,1,,,10.0,,1024.0,,2
558,12,15:00:00,-21.0,,0,,,10.0,,1024.0,,2
559,12,15:30:00,-21.0,Ю-В,1,,,10.0,,1023.0,,2
560,12,16:00:00,-21.0,Ю-В,2,,,10.0,,1023.0,,2
561,12,16:30:00,-21.0,,0,,,10.0,,1023.0,,2
562,12,17:00:00,-21.0,,0,,,10.0,,1022.0,,2
563,12,17:30:00,-22.0,,0,,,10.0,,1022.0,,2
564,12,18:00:00,-22.0,,0,,,10.0,,1021.0,,2
565,12,18:30:00,-22.0,,0,,,10.0,,1021.0,,2
566,12,19:00:00,-22.0,,0,,,10.0,,1021.0,,2
567,12,19:30:00,-23.0,,0,,,10.0,,1021.0,,2
568,12,20:00:00,-23.0,,0,,,10.0,,1021.0,,2
569,12,20:30:00,-24.0,,0,,,10.0,,1021.0,,2
570,12,21:00:00,-24.0,,0,,,10.0,,1020.0,,2
571,12,21:30:00,-24.0,,0,,,10.0,,1020.0,,2
572,12,22:00:00,-24.0,Переменный,2,,,10.0,,1020.0,,2
573,12,22:30:00,-22.0,,0,,,10.0,,1020.0,,2
574,12,23:00:00,-18.0,,0,,,10.0,,1020.0,,2
575,12,23:30:00,-18.0,,0,,,10.0,,1020.0,,2
576,13,00:00:00,-18.0,,0,,,10.0,,1019.0,,2
577,13,00:30:00,-18.0,,0,,,10.0,,1019.0,,2
578,13,01:00:00,-15.0,Южный,2,,,10.0,,1019.0,,2
579,13,01:30:00,-15.0,,0,,,10.0,,1019.0,,2
580,13,02:00:00,-12.0,,0,,,10.0,,1018.0,,2
581,13,02:30:00,-12.0,,0,,,10.0,,1018.0,,2
582,13,03:00:00,-12.0,,0,,,10.0,,1018.0,,2
583,13,03:30:00,-12.0,,0,,,10.0,,1017.0,,2
584,13,04:00:00,-9.0,,0,,,10.0,,1017.0,,2
585,13,04:30:00,-9.0,,0,,,10.0,,1017.0,,2
586,13,05:00:00,-7.0,,0,,,10.0,,1016.0,,2
587,13,05:30:00,-7.0,Южный,2,,,10.0,,1016.0,,2
588,13,06:00:00,-10.0,,0,,,10.0,,1016.0,,2
589,13,06:30:00,-10.0,,0,,,10.0,,1016.0,,2
590,13,07:00:00,-12.0,,0,,,10.0,,1016.0,,2
591,13,07:30:00,-12.0,,0,,,10.0,,1016.0,,2
592,13,08:00:00,-16.0,,0,,,10.0,,1016.0,,2
593,13,08:30:00,-16.0,,0,BR,6.0,2013-06-04 00:00:00,,1016.0,,2
594,13,09:00:00,-15.0,,0,BR,6.0,2013-02-03 00:00:00,,1016.0,,2
595,13,09:30:00,-15.0,,0,BR,6.0,2013-04-03 00:00:00,,1016.0,,2
596,13,10:00:00,-18.0,,0,BR,,2013-07-02 00:00:00,,1016.0,,2
597,13,10:30:00,-18.0,,0,BR,,2013-07-02 00:00:00,,1016.0,,2
598,13,11:00:00,-18.0,,0,BR,,2013-09-02 00:00:00,,1016.0,,2
599,13,11:30:00,-18.0,,0,BR,,2013-07-02 00:00:00,,1016.0,,2
600,13,12:00:00,-20.0,,0,BR,,2013-05-02 00:00:00,,1016.0,,2
601,13,12:30:00,-20.0,,0,BR,,2013-03-02 00:00:00,,1015.0,,2
602,13,13:00:00,-20.0,,0,BR,,2013-02-02 00:00:00,,1015.0,,2
603,13,13:30:00,-20.0,,0,BR,,2013-02-02 00:00:00,,1015.0,,2
604,13,14:00:00,-20.0,,0,BR,,2013-01-02 00:00:00,,1015.0,,2
605,13,14:30:00,-20.0,,0,BR,,2013-01-02 00:00:00,,1015.0,,2
606,13,15:00:00,-21.0,,0,BR,,2013-01-02 00:00:00,,1014.0,,2
607,13,15:30:00,-22.0,,0,BR,,2013-03-02 00:00:00,,1014.0,,2
608,13,16:00:00,-22.0,,0,BR,6.0,2013-04-02 00:00:00,,1014.0,,2
609,13,16:30:00,-22.0,,0,BR,6.0,2013-02-02 00:00:00,,1014.0,,2
610,13,17:00:00,-22.0,,0,BR,6.0,2013-01-02 00:00:00,,1014.0,,2
611,13,17:30:00,-22.0,,0,BR,6.0,2013-01-02 00:00:00,,1014.0,,2
612,13,18:00:00,-22.0,Северный,2,BR,6.0,2013-03-02 00:00:00,,1014.0,,2
613,13,18:30:00,-22.0,,0,BR,6.0,2013-01-01 00:00:00,,1014.0,420.0,2
614,13,19:00:00,-21.0,,0,BR,6.0,2013-03-01 00:00:00,,1014.0,240.0,2
615,13,19:30:00,-21.0,,0,BR,8.0,2013-07-02 00:00:00,,1014.0,240.0,2
616,13,20:00:00,-18.0,,0,BR,8.0,2013-01-02 00:00:00,,1014.0,210.0,2
617,13,20:30:00,-18.0,,0,BR,8.0,2013-01-02 00:00:00,,1014.0,210.0,2
618,13,21:00:00,-16.0,,0,BR+SN,8.0,2013-02-01 00:00:00,,1014.0,210.0,2
619,13,21:30:00,-16.0,Переменный,1,FZ+SN,8.0,0.7,,1014.0,210.0,2
620,13,22:00:00,-13.0,,0,FZ+SN,8.0,0.8,,1014.0,210.0,2
621,13,22:30:00,-13.0,Западный,2,BR+SN,8.0,2013-09-01 00:00:00,,1014.0,210.0,2
622,13,23:00:00,-13.0,С-З,2,BR+SN,6.0,2013-09-01 00:00:00,,1014.0,210.0,2
623,13,23:30:00,-13.0,,0,BR+SN,6.0,2013-09-01 00:00:00,,1013.0,210.0,2
624,14,00:00:00,-12.0,,0,BR+SN,8.0,2013-09-01 00:00:00,,1013.0,270.0,2
625,14,00:30:00,-12.0,,0,BR+SN,6.0,2013-08-02 00:00:00,,1013.0,270.0,2
626,14,01:00:00,-10.0,Западный,2,BR,6.0,3.0,,1013.0,420.0,2
627,14,01:30:00,-10.0,Переменный,1,BR,6.0,2013-04-03 00:00:00,,1013.0,420.0,2
628,14,02:00:00,-9.0,С-З,3,BR,6.0,2013-04-03 00:00:00,,1013.0,270.0,2
629,14,02:30:00,-9.0,Западный,3,BR,6.0,2013-04-03 00:00:00,,1013.0,360.0,2
630,14,03:00:00,-8.0,Западный,2,BR,6.0,2013-04-03 00:00:00,,1012.0,300.0,2
631,14,03:30:00,-8.0,Западный,2,BR,6.0,2013-04-03 00:00:00,,1012.0,300.0,2
632,14,04:00:00,-8.0,Западный,2,BR+SN,6.0,2013-04-03 00:00:00,,1012.0,300.0,2
633,14,04:30:00,-8.0,С-З,3,BR+SN,6.0,2013-04-03 00:00:00,,1012.0,300.0,2
634,14,05:00:00,-8.0,С-З,2,SN,6.0,10.0,,1011.0,330.0,2
635,14,05:30:00,-8.0,С-З,3,SN,6.0,10.0,,1011.0,390.0,2
636,14,06:00:00,-8.0,С-З,2,,6.0,10.0,,1011.0,540.0,2
637,14,06:30:00,-8.0,С-З,3,,6.0,10.0,,1011.0,540.0,2
638,14,07:00:00,-9.0,С-З,2,,6.0,10.0,,1011.0,870.0,2
639,14,07:30:00,-9.0,С-З,2,,6.0,10.0,,1011.0,870.0,2
640,14,08:00:00,-9.0,,0,,8.0,10.0,,1011.0,1020.0,2
641,14,08:30:00,-9.0,Ю-З,2,,8.0,10.0,,1011.0,1020.0,2
642,14,09:00:00,-10.0,,0,,6.0,10.0,,1010.0,990.0,2
643,14,09:30:00,-10.0,,0,,6.0,10.0,,1010.0,990.0,2
644,14,10:00:00,-11.0,,0,,8.0,10.0,,1010.0,660.0,2
645,14,10:30:00,-11.0,Южный,1,BR,8.0,4.0,,1010.0,660.0,2
646,14,11:00:00,-11.0,Южный,1,BR,8.0,2013-09-04 00:00:00,,1009.0,810.0,2
647,14,11:30:00,-11.0,Южный,2,BR,8.0,5.0,,1009.0,810.0,2
648,14,12:00:00,-11.0,,0,BR,8.0,5.0,,1009.0,960.0,2
649,14,12:30:00,-11.0,Южный,2,BR,8.0,2013-08-04 00:00:00,,1008.0,960.0,2
650,14,13:00:00,-11.0,,0,BR,8.0,2013-05-04 00:00:00,,1008.0,1020.0,2
651,14,13:30:00,-11.0,,0,BR,8.0,2013-02-04 00:00:00,,1007.0,1020.0,2
652,14,14:00:00,-12.0,Южный,2,BR,8.0,2013-06-03 00:00:00,,1007.0,1200.0,2
653,14,14:30:00,-12.0,,0,BR,8.0,2013-08-03 00:00:00,,1007.0,1200.0,2
654,14,15:00:00,-12.0,Южный,3,BR,8.0,2013-06-03 00:00:00,,1006.0,1200.0,2
655,14,15:30:00,-12.0,Южный,2,BR,8.0,2013-06-03 00:00:00,,1005.0,1200.0,2
656,14,16:00:00,-11.0,Южный,2,BR,8.0,2013-08-03 00:00:00,,1005.0,1200.0,2
657,14,16:30:00,-11.0,Южный,3,BR,8.0,2013-08-03 00:00:00,,1004.0,1380.0,2
658,14,17:00:00,-13.0,Южный,2,BR,6.0,2013-03-04 00:00:00,,1003.0,1380.0,2
659,14,17:30:00,-13.0,Южный,3,BR,6.0,5.0,,1003.0,1380.0,2
660,14,18:00:00,-13.0,Южный,3,BR,6.0,5.0,,1002.0,,2
661,14,18:30:00,-13.0,Южный,4,,,10.0,,1001.0,,2
662,14,19:00:00,-13.0,Южный,3,,,10.0,,1000.0,,2
663,14,19:30:00,-13.0,Южный,3,,,10.0,,1000.0,,2
664,14,20:00:00,-9.0,Южный,4,,,10.0,,999.0,,2
665,14,20:30:00,-9.0,Южный,4,,,10.0,,998.0,,2
666,14,21:00:00,-10.0,Южный,4,,,10.0,,998.0,,2
667,14,21:30:00,-10.0,Южный,4,,,10.0,,997.0,,2
668,14,22:00:00,-8.0,Южный,4,,,10.0,,997.0,,2
669,14,22:30:00,-8.0,Южный,4,,8.0,10.0,,996.0,1200.0,2
670,14,23:00:00,-6.0,Южный,4,,6.0,10.0,,995.0,630.0,2
671,14,23:30:00,-6.0,Южный,4,,6.0,10.0,,995.0,600.0,2
672,15,00:00:00,-6.0,Южный,4,,6.0,10.0,,994.0,630.0,2
673,15,00:30:00,-6.0,Южный,4,,6.0,10.0,,993.0,630.0,2
674,15,01:00:00,-4.0,Южный,5,,8.0,10.0,,992.0,1200.0,2
675,15,01:30:00,-4.0,Южный,4,,8.0,10.0,,992.0,930.0,2
676,15,02:00:00,-4.0,Южный,5,,8.0,10.0,,991.0,870.0,2
677,15,02:30:00,-4.0,Южный,5,,8.0,10.0,,990.0,870.0,2
678,15,03:00:00,-3.0,Южный,6,SN,8.0,10.0,,990.0,330.0,2
679,15,03:30:00,-3.0,Южный,6,,8.0,10.0,,990.0,360.0,2
680,15,04:00:00,-4.0,Южный,4,,8.0,10.0,,990.0,390.0,2
681,15,04:30:00,-4.0,Южный,3,SN,8.0,2013-03-01 00:00:00,,990.0,210.0,2
682,15,05:00:00,-4.0,Южный,6,BL+SN,,0.3,,990.0,,2
683,15,05:30:00,-5.0,Южный,5,BL+SN,,0.9,,990.0,,2
684,15,06:00:00,-5.0,Южный,5,BL+SN,8.0,2013-01-03 00:00:00,,990.0,210.0,2
685,15,06:30:00,-4.0,Южный,4,SN,8.0,10.0,,990.0,270.0,2
686,15,07:00:00,-4.0,Южный,3,SN,8.0,10.0,,990.0,270.0,2
687,15,07:30:00,-4.0,Южный,3,,8.0,10.0,,990.0,420.0,2
688,15,08:00:00,-4.0,Южный,3,,8.0,10.0,,990.0,600.0,2
689,15,08:30:00,-4.0,Южный,3,,8.0,10.0,,991.0,1080.0,2
690,15,09:00:00,-4.0,Южный,2,SN,8.0,10.0,,991.0,420.0,2
691,15,09:30:00,-4.0,Южный,3,SN,8.0,2013-06-01 00:00:00,,991.0,180.0,2
692,15,10:00:00,-4.0,Южный,3,SN,8.0,10.0,,991.0,300.0,2
693,15,10:30:00,-5.0,Южный,4,SN,8.0,10.0,,991.0,600.0,2
694,15,11:00:00,-5.0,Южный,4,SN,8.0,10.0,,992.0,600.0,2
695,15,11:30:00,-5.0,Переменный,1,SN,8.0,2013-03-04 00:00:00,,992.0,720.0,2
696,15,12:00:00,-5.0,Переменный,1,SN,8.0,10.0,,992.0,720.0,2
697,15,12:30:00,-5.0,,0,SN,8.0,10.0,,993.0,660.0,2
698,15,13:00:00,-5.0,,0,SN,8.0,10.0,,993.0,660.0,2
699,15,13:30:00,-5.0,,0,SN,8.0,2013-06-01 00:00:00,,994.0,240.0,2
700,15,14:00:00,-5.0,,0,SN,8.0,2013-06-01 00:00:00,,994.0,240.0,2
701,15,14:30:00,-5.0,,0,SN,8.0,2013-06-01 00:00:00,,995.0,240.0,2
702,15,15:00:00,-5.0,,0,SN,8.0,2013-05-01 00:00:00,,995.0,240.0,2
